id;time;xs;ys;zs;ac;kurt
202;61865204403550;-9.75;-0.50;-0.06;1.58;0.00
203;61865224423081;-9.77;-0.51;0.04;1.57;0.00
204;61865244442612;-9.66;0.06;0.07;1.56;0.00
205;61865264462144;-9.66;-0.31;-0.45;1.62;0.00
206;61865284451157;-9.68;-0.26;-0.22;1.59;0.00
207;61865304409653;-9.64;-0.32;0.37;1.53;0.00
208;61865324429185;-9.75;-0.10;-0.51;1.62;0.00
209;61865344448716;-9.67;0.24;-0.20;1.59;0.00
210;61865364468247;-9.70;-0.41;-0.12;1.58;0.00
211;61865404537827;-9.69;-0.01;0.57;1.51;0.00
212;61865424526841;-9.67;-0.10;4.12;1.17;0.00
213;61865464565903;-9.75;-0.11;0.21;1.55;0.00
214;61865484585435;-10.32;0.26;0.31;1.54;0.00
215;61865524593980;-9.78;-0.54;-3.66;1.93;0.00
216;61865544613511;-9.85;0.63;0.65;1.51;0.00
217;61865564633042;-9.40;-0.08;-1.60;1.74;0.00
218;61865584652573;-9.91;-0.30;-1.23;1.69;0.00
219;61865604672105;-9.58;0.57;0.13;1.56;0.00
220;61865624661118;-9.89;-0.04;-1.11;1.68;0.00
221;61865644680650;-9.79;-0.54;0.70;1.50;0.00
222;61865664730698;-9.72;-0.78;-0.73;1.65;0.00
223;61865684780747;-9.66;0.09;-0.10;1.58;0.00
224;61865704800278;-9.74;0.17;-0.85;1.66;0.00
225;61865724819810;-9.63;-0.45;-0.31;1.60;0.00
226;61865744839341;-9.71;-0.45;-0.60;1.63;0.00
227;61865764858872;-9.73;-0.42;-0.89;1.66;0.00
228;61865784878403;-9.70;0.17;-1.42;1.72;0.00
229;61865804897935;-9.71;-0.03;-1.47;1.72;0.00
230;61865824947983;-9.66;-0.47;-1.27;1.70;0.00
231;61865864956528;-9.40;-1.41;-0.04;1.58;0.00
232;61865885006577;-9.75;1.61;2.75;1.30;0.00
233;61865905026108;-9.51;-0.30;-0.42;1.61;0.00
234;61865925045640;-9.59;0.70;1.76;1.39;0.00
235;61865945065171;-9.65;0.00;0.19;1.55;0.00
236;61865965115220;-9.79;-1.60;0.89;1.48;0.00
237;61865985165269;-9.32;0.07;-0.41;1.61;0.00
238;61866005184800;-9.73;0.02;-1.33;1.71;0.00
239;61866025204331;-9.68;0.21;-0.35;1.61;0.00
240;61866065273911;-9.75;-0.30;-0.25;1.60;0.00
241;61866085293442;-9.78;-0.20;0.36;1.53;0.00
242;61866105312974;-9.68;0.26;-0.44;1.62;0.00
243;61866125332505;-9.70;-0.06;0.06;1.56;0.00
244;61866145352036;-9.73;-0.46;-0.22;1.59;0.00
245;61866165402085;-9.73;-0.13;-0.42;1.61;0.00
246;61866185452134;-9.71;0.04;-0.21;1.59;0.00
247;61866205441148;-9.73;-0.35;0.01;1.57;0.00
248;61866225491196;-9.68;0.16;0.23;1.55;0.00
249;61866245510728;-9.68;0.12;-0.40;1.61;0.00
250;61866265530259;-9.72;-0.22;-0.22;1.59;0.00
251;61866285580308;-9.67;-0.65;-0.14;1.59;0.00
252;61866305538804;-9.70;-0.30;-0.31;1.60;0.00
253;61866325527817;-9.67;0.52;0.06;1.56;0.00
254;61866345608384;-9.67;-0.08;-0.04;1.57;0.00
255;61866365566880;-9.71;0.02;-0.28;1.60;0.00
256;61866385586411;-9.71;-0.47;-0.22;1.59;0.00
257;61866405636460;-9.71;-1.04;0.20;1.55;0.00
258;61866425655991;-9.70;0.56;-0.34;1.61;0.00
259;61866445675523;-9.74;0.46;0.28;1.54;0.00
260;61866465695054;-9.67;-0.26;0.29;1.54;0.00
261;61866485714585;-9.66;-0.45;-0.28;1.60;0.00
262;61866505734116;-9.68;-0.83;-0.15;1.59;0.00
263;61866525753648;-9.69;-0.42;-0.23;1.59;0.00
264;61866545742661;-9.70;0.74;-0.02;1.57;0.00
265;61866565731675;-9.64;0.16;-0.94;1.67;0.00
